topology,final_loss,total_time,communication_cost
star,0.5266459328888233,0.22010087966918945,2.394533157348633
ring,0.31338713076600166,0.3042776584625244,3.542002042134603
mesh,0.05747844498324449,0.28230834007263184,2.5640249252319336
