topology,final_loss,total_time,communication_cost
star,0.13932380194571814,0.21126604080200195,2.4797280629475913
ring,0.11327595699301682,0.27986955642700195,2.576716740926107
mesh,0.15807808399367945,0.27556681632995605,3.008890151977539
